sample	carton	date_purchased	date_expiration	assay	average_cycle_threshold	isolate_average_copies_per_uL	dairyproduct_average_copies_per_mL	primer_asset_file	probe_asset_file	RNA_extraction_method	positive_for_HPAI	processing_plant_state	SRA_bioproject	SRA_accession	contributors	date_contributed
dholab_30965_05	dholab_carton_0278	2025-01-07	2025-01-14	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_30965_06	dholab_carton_0279	2025-01-07	2025-02-24	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	MI			dholab	2025-01-24
dholab_30965_07	dholab_carton_0280	2025-01-07	2025-01-17	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_30965_08	dholab_carton_0281	2025-01-07	2025-01-19	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_30965_09	dholab_carton_0282	2025-01-07		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_30965_10	dholab_carton_0283	2025-01-07		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_30965_11	dholab_carton_0284	2025-01-07		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_30983_01	dholab_carton_0285	2025-01-12	2025-01-24	qPCR	35.92	9.255		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	CA			dholab	2025-01-24
dholab_30983_02	dholab_carton_0286	2025-01-12	2025-02-18	qPCR	37.465	2.73		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	CA			dholab	2025-01-24
dholab_30983_03	dholab_carton_0287	2025-01-12	2025-03-17	qPCR	22.545	123500		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	CA			dholab	2025-01-24
dholab_30983_04	dholab_carton_0288	2025-01-12	2025-01-18	qPCR	27.64	3905		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	CA			dholab	2025-01-24
dholab_31005_01	dholab_carton_0289	2025-01-21	2025-02-07	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_31005_02	dholab_carton_0290	2025-01-21	2025-04-02	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	CO			dholab	2025-01-24
dholab_31005_03	dholab_carton_0291	2025-01-21	2025-08-31	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	CA			dholab	2025-01-24
dholab_31005_04	dholab_carton_0292	2025-01-21	2025-01-22	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	MI			dholab	2025-01-24
dholab_31005_05	dholab_carton_0293	2025-01-21	2025-03-15	qPCR	35.035	18.25		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	CA			dholab	2025-01-24
dholab_31005_06	dholab_carton_0294	2025-01-21	2025-01-31	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_31005_07	dholab_carton_0295	2025-01-21	2025-03-20	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	MI			dholab	2025-01-24
dholab_31005_08	dholab_carton_0296	2025-01-21	2025-02-06	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_31005_09	dholab_carton_0297	2025-01-21	2025-02-04	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_31005_10	dholab_carton_0298	2025-01-21		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_31005_11	dholab_carton_0299	2025-01-21		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_31005_12	dholab_carton_0300	2025-01-21		qPCR	36.365	6.28		DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	TRUE	WI			dholab	2025-01-24
dholab_31005_13	dholab_carton_0301	2025-01-21		qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_31005_14	dholab_carton_0302	2025-01-21	2025-03-26	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_31005_15	dholab_carton_0303	2025-01-21	2025-01-26	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_31005_17	dholab_carton_0305	2025-01-21	2025-03-27	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_31005_18	dholab_carton_0306	2025-01-21	2025-03-05	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
dholab_31005_19	dholab_carton_0307	2025-01-21	2025-02-28	qPCR				DHO_CN_H5specific01_primers.fasta	DHO_CN_H5specific01_probe.fasta	400ul sample added to MagMax wastewater ultra x96 isolation on Kingfisher Apex	FALSE	WI			dholab	2025-01-24
